"CO_CURSO","NO_CURSO","FK_CO_IES"
3572,FÍSICA,71
3573,QUÍMICA,71
3574,CIÊNCIAS BIOLÓGICAS,71
3601,LETRAS - PORTUGUÊS E INGLÊS,72
3603,HISTÓRIA,72
3611,LETRAS,73
3612,HISTÓRIA,73
3613,BIOLOGIA,73
3614,GEOGRAFIA,73
3615,MATEMÁTICA,73
3622,PEDAGOGIA,74
3624,HISTÓRIA,74
3638,ADMINISTRAÇÃO,18492
3639,CIÊNCIAS CONTÁBEIS,18492
3641,ENFERMAGEM,18492
3643,LETRAS PORTUGUÊS E INGLÊS,18492
3644,PEDAGOGIA,18492
3645,GEOGRAFIA,18492
3658,CIÊNCIAS ECONÔMICAS,76
3659,ADMINISTRAÇÃO,76
3660,CIÊNCIAS CONTÁBEIS,76
3662,EDUCAÇÃO FÍSICA,76
3663,DIREITO,76
3664,PEDAGOGIA,76
3668,ENGENHARIA CIVIL,76
3669,ENGENHARIA QUÍMICA,76
3670,CIÊNCIAS SOCIAIS,76
3671,HISTÓRIA,76
3672,SERVIÇO SOCIAL,76
3673,CIÊNCIAS BIOLÓGICAS,76
3674,QUÍMICA,76
3675,MATEMÁTICA,76
3676,CIÊNCIA DA COMPUTAÇÃO,76
3677,MEDICINA,76
3678,ENGENHARIA ELÉTRICA,76
3679,SECRETARIADO EXECUTIVO - BILÍNGUE,76
3681,ARQUITETURA E URBANISMO,76
3683,FISIOTERAPIA,76
3684,ENGENHARIA FLORESTAL,76
3685,PSICOLOGIA,76
3760,PEDAGOGIA,79
3761,CIÊNCIAS BIOLÓGICAS,79
3762,CIÊNCIA DA COMPUTAÇÃO,79
3776,ADMINISTRAÇÃO,80
3777,CIÊNCIAS CONTÁBEIS,80
3797,ADMINISTRAÇÃO,81
3798,CIÊNCIAS CONTÁBEIS,81
3800,CIÊNCIAS ECONÔMICAS,81
3802,HISTÓRIA,81
3808,EDUCAÇÃO FÍSICA,81
3825,ADMINISTRAÇÃO,82
3826,CIÊNCIAS CONTÁBEIS,82
3828,DIREITO,82
3831,CIÊNCIAS CONTÁBEIS,82
3833,ADMINISTRAÇÃO,82
3835,DIREITO,82
3836,ADMINISTRAÇÃO,3151
3837,CIÊNCIAS CONTÁBEIS,3151
3838,PEDAGOGIA,3151
3840,DIREITO,3151
3841,ADMINISTRAÇÃO,82
3842,CIÊNCIAS CONTÁBEIS,82
3843,PEDAGOGIA,82
3844,SERVIÇO SOCIAL,3151
3846,MATEMÁTICA,3151
3848,CIÊNCIAS BIOLÓGICAS,3151
3851,AGRONOMIA,3151
3856,CIÊNCIAS ECONÔMICAS,3151
3858,CIÊNCIA DA COMPUTAÇÃO,3151
3859,CIÊNCIA DA COMPUTAÇÃO,82
3860,PSICOLOGIA,82
3861,CIÊNCIAS CONTÁBEIS,82
3862,ADMINISTRAÇÃO,82
3925,HISTÓRIA,83
3926,DIREITO,83
3927,ADMINISTRAÇÃO,83
3929,CIÊNCIAS CONTÁBEIS,83
3932,ODONTOLOGIA,83
3934,TURISMO E HOTELARIA,83
3935,CIÊNCIA DA COMPUTAÇÃO,83
3936,FONOAUDIOLOGIA,83
3940,DIREITO,83
3941,CIÊNCIAS CONTÁBEIS,83
3942,ADMINISTRAÇÃO,83
3943,OCEANOGRAFIA,83
3946,ADMINISTRAÇÃO,83
3947,FISIOTERAPIA,83
3948,ARQUITETURA E URBANISMO,83
3949,NUTRIÇÃO,83
3952,ENGENHARIA DE COMPUTAÇÃO,83
4008,PEDAGOGIA,84
4028,CIÊNCIAS CONTÁBEIS,5671
4056,AGRONOMIA,15015
4068,AGRONOMIA,3974
4069,ZOOTECNIA,3974
4072,ADMINISTRAÇÃO,3974
4073,CIÊNCIAS CONTÁBEIS,3974
4075,DIREITO,3974
4082,MEDICINA,93
4084,EDUCAÇÃO FÍSICA,94
4086,CIÊNCIAS CONTÁBEIS,95
4087,ENFERMAGEM,95
4088,EDUCAÇÃO FÍSICA,95
4090,PEDAGOGIA,95
4092,HISTÓRIA,95
4102,ADMINISTRAÇÃO,95
4104,ZOOTECNIA,95
4129,PEDAGOGIA,3972
4144,AGRONOMIA,3972
4146,CIÊNCIAS CONTÁBEIS,3972
4148,DIREITO,99
4161,CIÊNCIAS CONTÁBEIS,1575
4163,DIREITO,1575
4186,PEDAGOGIA,3304
4190,ADMINISTRAÇÃO,107
4191,CIÊNCIAS ECONÔMICAS,107
4192,ENGENHARIA ELÉTRICA,107
4194,FILOSOFIA,107
4195,LETRAS,107
4196,PEDAGOGIA,107
4197,PSICOLOGIA,107
4198,ENGENHARIA MECÂNICA,107
4217,EDUCAÇÃO FÍSICA,1844
4224,PEDAGOGIA,109
4225,CIÊNCIAS CONTÁBEIS,109
4226,ADMINISTRAÇÃO,109
4238,DIREITO,4962
4272,CIÊNCIAS CONTÁBEIS,997
4273,ADMINISTRAÇÃO,997
4274,CIÊNCIAS ECONÔMICAS,997
4278,SERVIÇO SOCIAL,997
4280,DIREITO,997
4296,ADMINISTRAÇÃO,1841
4297,CIÊNCIAS CONTÁBEIS,1841
4302,DIREITO,1841
4304,SERVIÇO SOCIAL,1841
4308,ENGENHARIA CIVIL,1569
4310,ADMINISTRAÇÃO,124
4311,CIÊNCIAS ECONÔMICAS,124
4313,DIREITO,124
4318,CIÊNCIAS BIOLÓGICAS,124
4340,ENGENHARIA DE TELECOMUNICAÇÕES,126
4343,ADMINISTRAÇÃO,5312
4344,CIÊNCIAS CONTÁBEIS,5312
4359,DIREITO,5394
4361,EDUCAÇÃO FÍSICA,131
4363,PEDAGOGIA,2575
4372,EDUCAÇÃO FÍSICA,135
4373,PEDAGOGIA,135
4374,FILOSOFIA,135
4375,FISIOTERAPIA,135
4389,PEDAGOGIA,2774
4399,FARMÁCIA,137
4401,PEDAGOGIA,137
4403,PSICOLOGIA,137
4405,GEOGRAFIA,137
4406,HISTÓRIA,137
4407,ENFERMAGEM,137
4408,NUTRIÇÃO,137
4409,EDUCAÇÃO ARTÍSTICA,137
4410,MÚSICA - INSTRUMENTO,137
4415,ODONTOLOGIA,137
4416,FILOSOFIA,137
4418,FISIOTERAPIA,137
4464,PEDAGOGIA,138
4465,HISTÓRIA,138
4489,ADMINISTRAÇÃO,139
4491,CIÊNCIAS CONTÁBEIS,139
4499,HISTÓRIA,140
4502,PEDAGOGIA,140
4503,MEDICINA,140
4505,ENGENHARIA ELÉTRICA,140
4532,DIREITO,141
4535,FISIOTERAPIA,142
4541,ADMINISTRAÇÃO,142
4545,ARQUITETURA E URBANISMO,142
4546,CIÊNCIAS CONTÁBEIS,142
4547,CIÊNCIA DA COMPUTAÇÃO,142
4548,DIREITO,142
4585,ODONTOLOGIA,143
4588,ENGENHARIA CIVIL,143
4591,PEDAGOGIA,143
4594,DIREITO,143
4595,EDUCAÇÃO FÍSICA,143
4599,ADMINISTRAÇÃO,143
4601,ENGENHARIA ELÉTRICA,143
4602,ARQUITETURA E URBANISMO,143
4652,PEDAGOGIA,144
4653,LETRAS,144
4672,DIREITO,146
4675,CIÊNCIA DA COMPUTAÇÃO,146
4677,CIÊNCIAS BIOLÓGICAS,146
4679,MEDICINA VETERINÁRIA,146
4695,PEDAGOGIA,1129
4699,ADMINISTRAÇÃO,1129
4701,DIREITO,1129
4720,MEDICINA,149
4721,ENFERMAGEM,149
4725,CIÊNCIAS CONTÁBEIS,150
4726,CIÊNCIAS ECONÔMICAS,150
4727,FILOSOFIA,150
4729,HISTÓRIA,150
4735,DIREITO,150
4760,CIÊNCIAS CONTÁBEIS,152
4770,MÚSICA,1036
4809,MÚSICA,158
4836,HISTÓRIA,159
4838,PEDAGOGIA,159
4848,PEDAGOGIA,160
4850,CIÊNCIAS BIOLÓGICAS,160
4851,PSICOLOGIA,160
4865,PEDAGOGIA,161
4866,FILOSOFIA,161
4867,HISTÓRIA,161
4869,CIÊNCIAS CONTÁBEIS,161
4870,ADMINISTRAÇÃO,161
4886,"ARTES VISUAIS, PINTURA, GRAVURA E ESCULTURA",162
4887,ARQUITETURA E URBANISMO,162
4891,DESIGN DE INTERIORES,162
4912,PSICOLOGIA,163
4913,FISIOTERAPIA,163
4916,HOTELARIA,163
4918,ADMINISTRAÇÃO,163
4920,PEDAGOGIA,163
4923,DIREITO,163
4926,TURISMO,163
4933,PSICOLOGIA,163
4938,ENGENHARIA ELÉTRICA,163
4940,FISIOTERAPIA,163
4945,ENGENHARIA ELÉTRICA,163
4946,ADMINISTRAÇÃO,163
4951,RELAÇÕES INTERNACIONAIS,163
4953,PSICOLOGIA,163
4958,DESIGN,163
4959,MEDICINA VETERINÁRIA,163
4960,ARQUITETURA E URBANISMO,163
4961,DIREITO,163
4963,SISTEMAS DE INFORMAÇÃO,163
4964,DIREITO,163
4965,PSICOLOGIA,163
4966,FISIOTERAPIA,163
4971,DESIGN,163
4972,ADMINISTRAÇÃO,163
5041,HISTÓRIA,1149
5066,ENGENHARIA CIVIL,165
5068,ENGENHARIA ELÉTRICA,165
5071,PEDAGOGIA,165
5072,CIÊNCIAS BIOLÓGICAS,165
5073,SERVIÇO SOCIAL,165
5074,TURISMO,165
5075,FONOAUDIOLOGIA,165
5077,HISTÓRIA,165
5079,CIÊNCIA DA COMPUTAÇÃO,165
5080,DIREITO,165
5081,CIÊNCIAS CONTÁBEIS,165
5084,ADMINISTRAÇÃO,165
5085,MODA,165
5112,ADMINISTRAÇÃO,166
5117,ODONTOLOGIA,167
5118,PSICOLOGIA,167
5119,PEDAGOGIA,167
5124,MATEMÁTICA,167
5129,CIÊNCIAS CONTÁBEIS,167
5130,FILOSOFIA,167
5131,CIÊNCIAS BIOLÓGICAS,167
5132,SECRETARIADO EXECUTIVO,167
5133,MEDICINA VETERINÁRIA,167
5179,PEDAGOGIA,170
5187,DIREITO,171
5191,PEDAGOGIA,1586
5192,HISTÓRIA,1586
5206,MEDICINA,1586
5221,FISIOTERAPIA,176
5223,EDUCAÇÃO FÍSICA,176
5226,MATEMÁTICA,176
5227,ADMINISTRAÇÃO,176
5228,SERVIÇO SOCIAL,176
5231,CIÊNCIAS BIOLÓGICAS,176
5233,CIÊNCIAS CONTÁBEIS,176
5236,DIREITO,176
5238,SISTEMAS DE INFORMAÇÃO,176
5267,CIÊNCIAS ECONÔMICAS,3753
5268,ADMINISTRAÇÃO,3753
5271,ENGENHARIA CIVIL,3753
5273,ARQUITETURA E URBANISMO,3753
5275,DIREITO,2409
5277,ODONTOLOGIA,2409
5283,ODONTOLOGIA,3372
5284,FISIOTERAPIA,3372
5296,LETRAS,1041
5300,PEDAGOGIA,1041
5309,CIÊNCIAS CONTÁBEIS,1041
5310,ADMINISTRAÇÃO,1041
5316,DIREITO,1153
5317,ADMINISTRAÇÃO,1153
5320,CIÊNCIAS CONTÁBEIS,1153
5329,DIREITO,1153
5331,CIÊNCIAS ECONÔMICAS,1153
5332,ADMINISTRAÇÃO,1153
5333,CIÊNCIAS CONTÁBEIS,1153
5337,ADMINISTRAÇÃO,1153
5338,CIÊNCIAS CONTÁBEIS,1153
5343,ADMINISTRAÇÃO,1153
5345,MEDICINA,190
5347,CIÊNCIAS CONTÁBEIS,191
5348,ADMINISTRAÇÃO,191
5351,FÍSICA,192
5352,QUÍMICA,192
5353,CIÊNCIAS BIOLÓGICAS,192
5355,PEDAGOGIA,192
5367,ENGENHARIA CIVIL,193
5368,ENGENHARIA MECÂNICA,193
5380,CIÊNCIAS CONTÁBEIS,195
5381,ADMINISTRAÇÃO,195
5382,DIREITO,195
5383,CIÊNCIAS ECONÔMICAS,195
5412,CIÊNCIAS ECONÔMICAS,197
5413,CIÊNCIAS CONTÁBEIS,197
5468,CIÊNCIAS CONTÁBEIS,202
5469,ADMINISTRAÇÃO,202
5474,ADMINISTRAÇÃO,203
5475,CIÊNCIAS CONTÁBEIS,203
5476,CIÊNCIAS ECONÔMICAS,203
5478,PEDAGOGIA,203
5480,ARQUITETURA E URBANISMO,203
5481,CIÊNCIAS BIOLÓGICAS,203
5483,FILOSOFIA,203
5485,CIÊNCIA DA COMPUTAÇÃO,203
5486,ENGENHARIA CIVIL,203
5488,ENGENHARIA ELÉTRICA,203
5492,DESIGN,203
5493,SECRETARIADO EXECUTIVO,203
5494,LETRAS - TRADUTOR E INTÉRPRETE,203
5496,NUTRIÇÃO,203
5497,EDUCAÇÃO FÍSICA,203
5498,DIREITO,203
5500,ENGENHARIA DE COMPUTAÇÃO,203
5567,ADMINISTRAÇÃO,206
5568,CIÊNCIAS CONTÁBEIS,206
5575,CIÊNCIA ECONÔMICA,207
5576,CIÊNCIAS CONTÁBEIS,207
5577,ADMINISTRAÇÃO,207
5579,PEDAGOGIA,207
5584,ENGENHARIA CIVIL,207
5586,ARQUITETURA E URBANISMO,207
5609,EDUCAÇÃO FÍSICA,208
5613,SERVIÇO SOCIAL,208
5615,DIREITO,208
5623,ODONTOLOGIA,208
5625,ENGENHARIA QUÍMICA,208
5668,CIÊNCIAS CONTÁBEIS,1854
5676,PEDAGOGIA,2183
5677,LETRAS,2183
5678,MATEMÁTICA,2183
5679,CIÊNCIAS SOCIAIS,2183
5691,CIÊNCIAS ECONÔMICAS,2183
5692,CIÊNCIAS CONTÁBEIS,2183
5693,ADMINISTRAÇÃO,2183
5699,GEOGRAFIA,4502
5700,CIÊNCIAS SOCIAIS,4502
5701,HISTÓRIA,4502
5702,PEDAGOGIA,4502
5717,CIÊNCIAS ECONÔMICAS,213
5718,CIÊNCIAS CONTÁBEIS,213
5723,ENGENHARIA DE AGRIMENSURA,214
5725,EDUCAÇÃO FÍSICA,457
5727,PSICOLOGIA,457
5728,PEDAGOGIA,457
5730,MATEMÁTICA,457
5731,HISTÓRIA,457
5734,FISIOTERAPIA,457
5735,ADMINISTRAÇÃO,457
5736,CIÊNCIAS CONTÁBEIS,457
5737,DIREITO,457
5738,ARQUITETURA E URBANISMO,457
5741,ENFERMAGEM,457
5742,NUTRIÇÃO,457
5743,ENGENHARIA DE PRODUÇÃO,457
5778,ARQUITETURA E URBANISMO,216
5779,CIÊNCIAS BIOLÓGICAS,216
5781,FONOAUDIOLOGIA,216
5788,ADMINISTRAÇÃO,217
5789,CIÊNCIAS CONTÁBEIS,217
5795,BIOLOGIA,218
5796,MATEMÁTICA,218
5805,PEDAGOGIA,219
5818,PEDAGOGIA,220
5819,CIÊNCIAS CONTÁBEIS,220
5826,ADMINISTRAÇÃO,221
5827,CIÊNCIAS CONTÁBEIS,221
5835,DIREITO,221
5836,PSICOLOGIA,221
5838,EDUCAÇÃO FÍSICA,221
5841,CIÊNCIA DA COMPUTAÇÃO,221
5843,ENGENHARIA MECÂNICA,221
5844,ENGENHARIA CIVIL,221
5845,SERVIÇO SOCIAL,221
5882,PEDAGOGIA,222
5883,GEOGRAFIA,222
5884,ADMINISTRAÇÃO,222
5885,CIÊNCIAS CONTÁBEIS,222
5909,MEDICINA,224
5911,CIÊNCIAS CONTÁBEIS,225
5913,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,225
5914,ADMINISTRAÇÃO,225
5919,ADMINISTRAÇÃO,226
5920,MEDICINA,226
5925,FONOAUDIOLOGIA,226
5926,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,226
5927,RELAÇÕES INTERNACIONAIS,226
5949,PEDAGOGIA,227
5950,HISTÓRIA,227
5952,PSICOLOGIA,227
5953,CIÊNCIAS BIOLÓGICAS,227
5954,FILOSOFIA,227
5955,ENGENHARIA CIVIL,227
5956,ARQUITETURA E URBANISMO,227
5957,CIÊNCIAS ECONÔMICAS,227
5958,ADMINISTRAÇÃO,227
5959,CIÊNCIAS CONTÁBEIS,227
5961,DIREITO,227
5962,SERVIÇO SOCIAL,227
5963,ENFERMAGEM E OBSTETRÍCIA,227
5965,MATEMÁTICA,227
5966,FARMÁCIA E BIOQUÍMICA,227
6025,PEDAGOGIA,231
6055,ADMINISTRAÇÃO,234
6056,CIÊNCIAS ECONÔMICAS,234
6057,CIÊNCIAS CONTÁBEIS,234
6060,QUÍMICA INDUSTRIAL,234
6061,QUÍMICA,234
6063,FARMÁCIA,234
6095,CIÊNCIAS CONTÁBEIS,1836
6096,ADMINISTRAÇÃO,1836
6099,DIREITO,1836
6102,LETRAS,1836
6104,PEDAGOGIA,1836
6113,MEDICINA VETERINÁRIA,1836
6115,ADMINISTRAÇÃO,240
6116,ARQUITETURA E URBANISMO,240
6118,CIÊNCIAS BIOLÓGICAS,240
6120,DIREITO,240
6122,NUTRIÇÃO,240
6124,PSICOLOGIA,240
6128,ENGENHARIA ELÉTRICA,240
6129,ENGENHARIA CIVIL,240
6130,ENGENHARIA MECÂNICA,240
6155,ENGENHARIA QUÍMICA,55
6156,ENGENHARIA INDUSTRIAL QUÍMICA,55
6159,PEDAGOGIA,242
6160,PSICOLOGIA,242
6164,FABRICAÇÃO MECÂNICA,242
6165,AUTOMAÇÃO INDUSTRIAL,242
6166,ADMINISTRAÇÃO,242
6181,EDUCAÇÃO FÍSICA,243
6182,FISIOTERAPIA,243
6185,ADMINISTRAÇÃO,244
6186,DIREITO,244
6188,CIÊNCIAS CONTÁBEIS,244
6241,ADMINISTRAÇÃO,254
6242,ESTATÍSTICA,254
6243,PEDAGOGIA,254
6246,LETRAS,254
6247,CIÊNCIAS CONTÁBEIS,254
6251,DIREITO,254
6252,PSICOLOGIA,254
6280,ENGENHARIA DE AGRIMENSURA,255
6328,ADMINISTRAÇÃO,263
6329,CIÊNCIAS CONTÁBEIS,263
6330,PEDAGOGIA,263
6380,CIÊNCIAS CONTÁBEIS,265
6392,ADMINISTRAÇÃO,266
6393,CIÊNCIAS CONTÁBEIS,266
6394,CIÊNCIAS ECONÔMICAS,266
6395,DIREITO,266
6396,PSICOLOGIA,266
6397,FISIOTERAPIA,266
6398,NUTRIÇÃO,266
6399,EDUCAÇÃO FÍSICA,266
6408,QUÍMICA,266
6410,ENGENHARIA INDUSTRIAL MECÂNICA,266
6411,FARMÁCIA,266
6412,HISTÓRIA,266
6417,FILOSOFIA,266
6422,ARQUITETURA E URBANISMO,266
6423,ENGENHARIA QUÍMICA,266
6461,ADMINISTRAÇÃO,267
6462,CIÊNCIAS CONTÁBEIS,267
6470,DIREITO,268
6472,CIÊNCIAS CONTÁBEIS,269
6473,ADMINISTRAÇÃO,269
6476,EDUCAÇÃO FÍSICA,270
6478,PEDAGOGIA,271
6481,ARTES VISUAIS,271
6483,ODONTOLOGIA,271
6485,FISIOTERAPIA,271
6486,FARMÁCIA,271
6487,NUTRIÇÃO,271
6488,ENGENHARIA CIVIL,271
6489,ENFERMAGEM,271
6490,AGRONOMIA,271
6491,CIÊNCIA DA COMPUTAÇÃO,271
6492,DIREITO,271
6493,CIÊNCIAS CONTÁBEIS,271
6494,ADMINISTRAÇÃO,271
6495,ZOOTECNIA,271
6496,MEDICINA,271
6497,MEDICINA VETERINÁRIA,271
6498,PSICOLOGIA,271
6560,ENGENHARIA INDUSTRIAL MECÂNICA,5669
6566,HISTÓRIA,275
6568,PEDAGOGIA,275
6569,ENGENHARIA CIVIL,275
6571,DIREITO,275
6573,SERVIÇO SOCIAL,275
6574,ARQUITETURA E URBANISMO,275
6575,GEOGRAFIA,275
6577,ADMINISTRAÇÃO,275
6578,CIÊNCIAS BIOLÓGICAS,275
6581,MATEMÁTICA,275
6582,CIÊNCIA DA COMPUTAÇÃO,275
6583,ODONTOLOGIA,275
6584,EDUCAÇÃO FÍSICA,275
6616,DIREITO,276
6621,CIÊNCIAS CONTÁBEIS,277
6622,DIREITO,277
6623,SERVIÇO SOCIAL,277
6625,HISTÓRIA,277
6629,ENGENHARIA CIVIL,277
6631,FISIOTERAPIA,277
6634,CIÊNCIAS BIOLÓGICAS,277
6663,ADMINISTRAÇÃO,278
6664,CIÊNCIAS CONTÁBEIS,278
6665,PEDAGOGIA,278
6668,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,278
6681,TURISMO,279
6689,DIREITO,3149
6711,MEDICINA,284
6723,DIREITO,288
6725,PEDAGOGIA,5318
6730,DIREITO,5318
6732,PSICOLOGIA,5318
6736,TERAPIA OCUPACIONAL,5318
6737,FISIOTERAPIA,5318
6741,ADMINISTRAÇÃO,294
6743,DIREITO,295
6747,EDUCAÇÃO FÍSICA,295
6748,CIÊNCIAS CONTÁBEIS,295
6749,ADMINISTRAÇÃO,295
6750,PEDAGOGIA,295
6751,CIÊNCIAS ECONÔMICAS,295
6752,QUÍMICA,295
6754,MATEMÁTICA,295
6755,QUÍMICA,295
6756,CIÊNCIA DA COMPUTAÇÃO,295
6757,PSICOLOGIA,295
6760,ENGENHARIA AGRÍCOLA,295
6803,PEDAGOGIA,296
6805,EDUCAÇÃO FÍSICA,296
6806,AGRONOMIA,296
6807,MEDICINA VETERINÁRIA,296
6808,ADMINISTRAÇÃO,296
6809,CIÊNCIAS CONTÁBEIS,296
6811,DIREITO,296
6816,ARQUITETURA E URBANISMO,296
6817,FISIOTERAPIA,296
6818,CIÊNCIAS BIOLÓGICAS,296
6820,ADMINISTRAÇÃO,296
6821,ADMINISTRAÇÃO,296
6831,CIÊNCIAS CONTÁBEIS,296
6832,PEDAGOGIA,296
6837,CIÊNCIAS CONTÁBEIS,296
6839,ADMINISTRAÇÃO,296
6842,DIREITO,296
6843,ENGENHARIA CIVIL,296
6845,CIÊNCIAS BIOLÓGICAS,296
6847,SISTEMAS DE INFORMAÇÃO,296
6848,ENFERMAGEM,296
6850,DIREITO,296
6852,SISTEMAS DE INFORMAÇÃO,296
6854,LETRAS - PORTUGUÊS E ESPANHOL,296
6859,EDUCAÇÃO FÍSICA,296
6977,CIÊNCIAS CONTÁBEIS,5600
6980,EDUCAÇÃO FÍSICA,298
6981,FONOAUDIOLOGIA,298
6987,ADMINISTRAÇÃO,298
6993,EDUCAÇÃO FÍSICA,298
6994,ADMINISTRAÇÃO,298
6997,CIÊNCIAS CONTÁBEIS,298
7025,PEDAGOGIA,299
7026,GEOGRAFIA,299
7053,BIBLIOTECONOMIA,3983
7055,ADMINISTRAÇÃO,302
7056,CIÊNCIAS CONTÁBEIS,302
7062,PEDAGOGIA,3955
7075,CIÊNCIAS CONTÁBEIS,1568
7077,LETRAS - PORTUGUÊS E INGLÊS,1036
7078,PEDAGOGIA,1036
7079,HISTÓRIA,1036
7081,MATEMÁTICA,1036
7105,MEDICINA,307
7119,CIÊNCIAS CONTÁBEIS,308
7120,ADMINISTRAÇÃO,308
7123,DIREITO,308
7125,CIÊNCIAS CONTÁBEIS,15467
7126,ADMINISTRAÇÃO,15467
7131,CIÊNCIAS CONTÁBEIS,15468
7133,DIREITO,15451
7136,DIREITO,15357
7142,CIÊNCIA DA COMPUTAÇÃO,316
7145,CIÊNCIAS CONTÁBEIS,316
7187,ADMINISTRAÇÃO,319
7188,CIÊNCIAS CONTÁBEIS,319
7190,PEDAGOGIA,319
7193,GEOGRAFIA,319
7195,ODONTOLOGIA,319
7196,FARMÁCIA,319
7197,HISTÓRIA,319
7198,MATEMÁTICA,319
7199,QUÍMICA,319
7200,CIÊNCIAS BIOLÓGICAS,319
7202,EDUCAÇÃO FÍSICA,319
7204,DIREITO,319
7209,AGRONOMIA,319
7210,MEDICINA VETERINÁRIA,319
7260,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,322
7261,LETRAS - INGLÊS,322
7269,ODONTOLOGIA,322
7272,ADMINISTRAÇÃO,322
7273,ARQUITETURA E URBANISMO,322
7274,CIÊNCIAS CONTÁBEIS,322
7276,DIREITO,322
7278,MEDICINA VETERINÁRIA,322
7280,DESENHO INDUSTRIAL,322
7281,SECRETARIADO EXECUTIVO,322
7285,ADMINISTRAÇÃO,322
7287,ADMINISTRAÇÃO,322
7290,PSICOLOGIA,322
7292,CIÊNCIA DA COMPUTAÇÃO,322
7293,ADMINISTRAÇÃO,322
7294,DIREITO,322
7296,JORNALISMO,322
7299,ADMINISTRAÇÃO,322
7300,DIREITO,322
7301,SISTEMAS DE INFORMAÇÃO,322
7302,ARQUITETURA E URBANISMO,322
7304,PEDAGOGIA,322
7305,ARQUITETURA E URBANISMO,322
7306,PSICOLOGIA,322
7376,ENGENHARIA MECÂNICA,1128
7378,DIREITO,1128
7382,PEDAGOGIA,1128
7399,ODONTOLOGIA,1128
7401,DIREITO,4722
7403,AGRONOMIA,1221
7409,CIÊNCIAS BIOLÓGICAS,330
7413,DIREITO,330
7414,MEDICINA,330
7415,ODONTOLOGIA,330
7419,FISIOTERAPIA,330
7446,ENGENHARIA ELETRÔNICA,1846
7447,ENGENHARIA CIVIL,1846
7452,SERVIÇO SOCIAL,1846
7454,PEDAGOGIA,416
7463,ADMINISTRAÇÃO,336
7464,CIÊNCIAS CONTÁBEIS,336
7490,CIÊNCIAS BIOLÓGICAS,338
7491,ENFERMAGEM,338
7492,ODONTOLOGIA,338
7494,ENGENHARIA CIVIL,338
7495,ENGENHARIA ELÉTRICA,338
7497,DIREITO,338
7500,PEDAGOGIA,338
7501,CIÊNCIAS CONTÁBEIS,338
7502,ADMINISTRAÇÃO,338
7504,SERVIÇO SOCIAL,338
7505,FILOSOFIA,338
7507,CIÊNCIAS ECONÔMICAS,338
7509,GEOGRAFIA,338
7510,HISTÓRIA,338
7511,CIÊNCIA DA COMPUTAÇÃO,338
7512,LETRAS,338
7513,ADMINISTRAÇÃO,338
7514,CIÊNCIAS CONTÁBEIS,338
7515,ARQUITETURA E URBANISMO,338
7516,DIREITO,338
7517,ADMINISTRAÇÃO,338
7518,DIREITO,338
7521,ENGENHARIA MECÂNICA,338
7522,ENGENHARIA ELETRÔNICA E DE TELECOMUNICAÇÕES,338
7523,SISTEMAS DE INFORMAÇÃO,338
7524,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,338
7525,RELAÇÕES INTERNACIONAIS,338
7526,SERVIÇO SOCIAL,338
7571,ENFERMAGEM,339
7582,CIÊNCIAS CONTÁBEIS,343
7583,CIÊNCIAS ECONÔMICAS,343
7588,PSICOLOGIA,343
7620,CIÊNCIAS CONTÁBEIS,344
7621,ADMINISTRAÇÃO,344
7623,CIÊNCIA ECONÔMICA,344
7632,ENGENHARIA CIVIL,345
7634,ADMINISTRAÇÃO,346
7635,CIÊNCIAS ECONÔMICAS,346
7637,CIÊNCIAS CONTÁBEIS,346
7638,SERVIÇO SOCIAL,346
7650,HISTÓRIA,349
7652,MATEMÁTICA,349
7676,MEDICINA,351
7677,FISIOTERAPIA,351
7682,EDUCAÇÃO FÍSICA,352
7683,DIREITO,352
7684,ADMINISTRAÇÃO,352
7685,CIÊNCIAS CONTÁBEIS,352
7686,PSICOLOGIA,352
7705,MEDICINA,353
7709,PEDAGOGIA,355
7710,PSICOLOGIA,355
7712,FONOAUDIOLOGIA,355
7713,FISIOTERAPIA,355
7715,DIREITO,355
7716,ODONTOLOGIA,355
7722,CIÊNCIAS CONTÁBEIS,355
7725,HISTÓRIA,355
7755,LETRAS,3371
7756,HISTÓRIA,3371
7758,PEDAGOGIA,3371
7769,ADMINISTRAÇÃO,3371
7770,CIÊNCIAS CONTÁBEIS,3371
7773,DIREITO,3371
7776,PSICOLOGIA,360
7779,ADMINISTRAÇÃO,360
7780,CIÊNCIAS CONTÁBEIS,360
7791,SERVIÇO SOCIAL,361
7793,SERVIÇO SOCIAL,362
7796,CANTO,363
7798,PEDAGOGIA,363
7828,FILOSOFIA,367
7829,GEOGRAFIA,367
7830,HISTÓRIA,367
7833,DIREITO,367
7834,CIÊNCIAS ECONÔMICAS,367
7835,ADMINISTRAÇÃO,367
7836,CIÊNCIAS CONTÁBEIS,367
7837,MEDICINA,367
7839,SISTEMAS DE INFORMAÇÃO,367
7841,ENFERMAGEM,367
7843,AGRONOMIA,367
7845,GEOGRAFIA,367
7873,EDUCAÇÃO FÍSICA,368
7878,PEDAGOGIA,4522
7911,MÚSICA,370
